responseTime,prolificID,userID,questionNum,response,loadTime,questionID,selectedPart,alignmentCategory,anchorCategory,anchorDistance,alignmentDistance,round5Distance,alignmentType,alignmentPosition,chartType,UID,selectedLabel,error,absError,correct,anchor,alignment
9.795,67e47d34f5a37200bfd58c77,10,79.0,25,2025-04-22 18:31:20.802,944.0,25,near-aligned,anchor,0,4,0,75 and 100,71,line,10,A,0.0,0.0,True,anchor,unaligned
2.932,62a6c39ce82d993784c0b352,24,93.0,35,2025-04-22 18:31:29.765,2302.0,35,aligned,far-anchor,10,0,0,100,65,pie,24,F,0.0,0.0,True,non-anchor,aligned
5.813,67f000f4c3fca3956857de3c,22,45.0,51,2025-04-22 18:31:27.899,2062.0,23,aligned,near-anchor,2,0,2,50,27,line,22,B,28.0,28.0,False,non-anchor,aligned
11.252,67a72a2a346c08cd36e7860a,16,40.0,34,2025-04-22 18:31:23.990,1481.0,34,aligned,far-anchor,9,0,1,50,16,pie,16,G,0.0,0.0,True,non-anchor,aligned
4.764,67f000f4c3fca3956857de3c,22,46.0,55,2025-04-22 18:31:34.124,2063.0,25,aligned,anchor,0,0,0,50 and 75,50,pie,22,F,30.0,30.0,False,anchor,aligned
7.641,62a6c39ce82d993784c0b352,24,94.0,55,2025-04-22 18:31:32.789,2303.0,48,far-from-aligned,near-anchor,2,6,2,50,8,line,24,D,7.0,7.0,False,non-anchor,unaligned
39.45,67d5b16b8a04206523e7deef,21,47.0,41,2025-04-22 18:31:01.004,1968.0,37,far-from-aligned,far-anchor,12,5,2,50,8,line,21,A,4.0,4.0,False,non-anchor,unaligned
10.146,67e47d34f5a37200bfd58c77,10,80.0,28,2025-04-22 18:31:30.889,945.0,31,near-aligned,far-anchor,6,1,1,75,43,pie,10,C,-3.0,3.0,False,non-anchor,unaligned
3.579,62a6c39ce82d993784c0b352,24,95.0,36,2025-04-22 18:31:40.545,2304.0,33,far-from-aligned,far-anchor,8,8,2,75,34,line,24,C,3.0,3.0,False,non-anchor,unaligned
5.096,67f000f4c3fca3956857de3c,22,47.0,26,2025-04-22 18:31:39.324,2064.0,36,far-from-aligned,far-anchor,11,7,1,50 and 100,57,pie,22,A,-10.0,10.0,False,non-anchor,unaligned
11.272,67a72a2a346c08cd36e7860a,16,41.0,36,2025-04-22 18:31:35.497,1482.0,40,near-aligned,far-anchor,10,1,0,50,9,line,16,E,-4.0,4.0,False,non-anchor,unaligned
7.776,67e47d34f5a37200bfd58c77,10,81.0,50,2025-04-22 18:31:41.354,946.0,50,aligned,anchor,0,0,0,0 and 50,0,pie,10,F,0.0,0.0,True,anchor,aligned
16.555,67d4980ba4b5003b2e2797d6,23,12.0,41,2025-04-22 18:31:38.591,2125.0,44,near-aligned,far-anchor,6,3,1,75,34,line,23,F,-3.0,3.0,False,non-anchor,unaligned
9.617,67a72a2a346c08cd36e7860a,16,42.0,15,2025-04-22 18:31:47.035,1483.0,17,near-aligned,far-anchor,8,4,2,0 and 25,4,line,16,G,-2.0,2.0,False,non-anchor,unaligned
5.14,67f000f4c3fca3956857de3c,22,48.0,43,2025-04-22 18:31:51.998,2065.0,26,far-from-aligned,near-anchor,1,10,1,75,39,line,22,E,17.0,17.0,False,non-anchor,unaligned
5.108,67f000f4c3fca3956857de3c,22,49.0,36,2025-04-22 18:31:57.482,2066.0,16,near-aligned,far-anchor,9,2,1,100,82,line,22,G,20.0,20.0,False,non-anchor,unaligned
8.382,67d5b16b8a04206523e7deef,21,48.0,26,2025-04-22 18:31:55.521,1969.0,22,near-aligned,near-anchor,3,3,2,25,6,pie,21,C,4.0,4.0,False,non-anchor,unaligned
9.746,67a72a2a346c08cd36e7860a,16,43.0,35,2025-04-22 18:31:56.919,1484.0,31,near-aligned,far-anchor,6,2,1,100,67,pie,16,C,4.0,4.0,False,non-anchor,unaligned
13.609,67d4980ba4b5003b2e2797d6,23,13.0,75,2025-04-22 18:31:55.555,2126.0,41,aligned,far-anchor,9,0,1,50,9,pie,23,E,34.0,34.0,False,non-anchor,aligned
7.491,67f000f4c3fca3956857de3c,22,50.0,54,2025-04-22 18:32:02.937,2067.0,21,far-from-aligned,near-anchor,4,7,1,25,18,pie,22,E,33.0,33.0,False,non-anchor,unaligned
22.044,67e47d34f5a37200bfd58c77,10,82.0,30,2025-04-22 18:31:49.433,947.0,27,far-from-aligned,near-anchor,2,5,2,0,5,pie,10,A,3.0,3.0,False,non-anchor,unaligned
6.615,67a72a2a346c08cd36e7860a,16,44.0,21,2025-04-22 18:32:06.929,1485.0,17,aligned,far-anchor,8,0,2,0,0,pie,16,A,4.0,4.0,False,non-anchor,aligned
6.079,67e47d34f5a37200bfd58c77,10,83.0,39,2025-04-22 18:32:11.788,948.0,32,near-aligned,far-anchor,7,1,2,0,1,pie,10,E,7.0,7.0,False,non-anchor,unaligned
7.553,67f000f4c3fca3956857de3c,22,51.0,15,2025-04-22 18:32:10.856,2068.0,17,aligned,far-anchor,8,0,2,0,0,line,22,B,-2.0,2.0,False,non-anchor,aligned
13.167,67d5b16b8a04206523e7deef,21,49.0,22,2025-04-22 18:32:05.488,1970.0,23,far-from-aligned,near-anchor,2,11,2,50,38,pie,21,B,-1.0,1.0,False,non-anchor,unaligned
9.765,67d4980ba4b5003b2e2797d6,23,14.0,45,2025-04-22 18:32:09.584,2127.0,49,far-from-aligned,near-anchor,1,9,1,75,35,pie,23,E,-4.0,4.0,False,non-anchor,unaligned
5.801,67f000f4c3fca3956857de3c,22,52.0,16,2025-04-22 18:32:18.808,2069.0,18,aligned,far-anchor,7,0,2,25,7,pie,22,B,-2.0,2.0,False,non-anchor,aligned
6.33,67e47d34f5a37200bfd58c77,10,84.0,49,2025-04-22 18:32:20.667,949.0,48,far-from-aligned,near-anchor,2,9,2,75,36,pie,10,C,1.0,1.0,False,non-anchor,unaligned
14.109,67a72a2a346c08cd36e7860a,16,45.0,35,2025-04-22 18:32:13.803,1486.0,33,aligned,far-anchor,8,0,2,75,42,pie,16,A,2.0,2.0,False,non-anchor,aligned
6.355,67f000f4c3fca3956857de3c,22,53.0,32,2025-04-22 18:32:25.096,2070.0,22,far-from-aligned,near-anchor,3,5,2,25,8,line,22,G,10.0,10.0,False,non-anchor,unaligned
12.09,67d4980ba4b5003b2e2797d6,23,15.0,50,2025-04-22 18:32:19.739,2128.0,26,far-from-aligned,near-anchor,1,6,1,25,31,pie,23,A,24.0,24.0,False,non-anchor,unaligned
14.402,67d5b16b8a04206523e7deef,21,50.0,15,2025-04-22 18:32:19.496,1971.0,15,far-from-aligned,far-anchor,10,6,0,50,41,pie,21,D,0.0,0.0,True,non-anchor,unaligned
7.517,67e47d34f5a37200bfd58c77,10,85.0,52,2025-04-22 18:32:27.289,950.0,51,aligned,far-anchor,1,0,1,100,49,line,10,G,1.0,1.0,False,non-anchor,aligned
9.741,67a72a2a346c08cd36e7860a,16,46.0,20,2025-04-22 18:32:28.177,1487.0,20,aligned,far-anchor,5,0,0,50,50,line,16,C,0.0,0.0,True,non-anchor,aligned
14.107,67f000f4c3fca3956857de3c,22,54.0,43,2025-04-22 18:32:31.840,2071.0,25,near-aligned,anchor,0,4,0,75 and 100,71,pie,22,C,18.0,18.0,False,anchor,unaligned
15.026,67e47d34f5a37200bfd58c77,10,86.0,40,2025-04-22 18:32:35.125,951.0,39,aligned,far-anchor,11,0,1,50,11,line,10,C,1.0,1.0,False,non-anchor,aligned
11.991,67a72a2a346c08cd36e7860a,16,47.0,20,2025-04-22 18:32:38.184,1488.0,21,far-from-aligned,near-anchor,4,8,1,75,67,pie,16,B,-1.0,1.0,False,non-anchor,unaligned
19.705,67d4980ba4b5003b2e2797d6,23,16.0,44,2025-04-22 18:32:32.219,2129.0,41,far-from-aligned,far-anchor,9,6,1,25,19,line,23,D,3.0,3.0,False,non-anchor,unaligned
20.468,67d5b16b8a04206523e7deef,21,51.0,38,2025-04-22 18:32:35.537,1972.0,40,far-from-aligned,far-anchor,10,5,0,50,45,pie,21,C,-2.0,2.0,False,non-anchor,unaligned
16.965,67f000f4c3fca3956857de3c,22,55.0,36,2025-04-22 18:32:46.409,2072.0,21,far-from-aligned,near-anchor,4,9,1,50,41,pie,22,C,15.0,15.0,False,non-anchor,unaligned
10.838,67a72a2a346c08cd36e7860a,16,48.0,31,2025-04-22 18:32:54.138,1489.0,29,aligned,near-anchor,4,0,1,100,71,pie,16,D,2.0,2.0,False,non-anchor,aligned
14.564,67e47d34f5a37200bfd58c77,10,87.0,26,2025-04-22 18:32:50.480,952.0,26,aligned,near-anchor,1,0,1,25,25,pie,10,D,0.0,0.0,True,non-anchor,aligned
14.817,67d4980ba4b5003b2e2797d6,23,17.0,44,2025-04-22 18:32:52.282,2130.0,36,aligned,far-anchor,11,0,1,50,14,line,23,G,8.0,8.0,False,non-anchor,aligned
10.146,67d5b16b8a04206523e7deef,21,52.0,20,2025-04-22 18:32:57.016,1973.0,17,far-from-aligned,far-anchor,8,5,2,25,20,pie,21,B,3.0,3.0,False,non-anchor,unaligned
8.041,67a72a2a346c08cd36e7860a,16,49.0,50,2025-04-22 18:33:05.243,1490.0,50,aligned,anchor,0,0,0,25 and 75,25,line,16,A,0.0,0.0,True,anchor,aligned
8.146,67d5b16b8a04206523e7deef,21,53.0,24,2025-04-22 18:33:08.056,1974.0,24,near-aligned,near-anchor,1,2,1,50,48,pie,21,E,0.0,0.0,True,non-anchor,unaligned
13.883,67e47d34f5a37200bfd58c77,10,88.0,49,2025-04-22 18:33:05.358,953.0,46,near-aligned,near-anchor,4,2,1,25,23,line,10,F,3.0,3.0,False,non-anchor,unaligned
18.525,67f000f4c3fca3956857de3c,22,56.0,48,2025-04-22 18:33:03.828,2073.0,51,far-from-aligned,far-anchor,1,8,1,25,33,line,22,F,-3.0,3.0,False,non-anchor,unaligned
9.042,67a72a2a346c08cd36e7860a,16,50.0,20,2025-04-22 18:33:13.548,1491.0,17,far-from-aligned,far-anchor,8,5,2,75,70,pie,16,B,3.0,3.0,False,non-anchor,unaligned
5.229,67f000f4c3fca3956857de3c,22,57.0,42,2025-04-22 18:33:22.694,2074.0,26,far-from-aligned,near-anchor,1,6,1,50,18,line,22,A,16.0,16.0,False,non-anchor,unaligned
12.415,67d5b16b8a04206523e7deef,21,54.0,27,2025-04-22 18:33:17.328,1975.0,30,far-from-aligned,far-anchor,5,5,0,25,30,line,21,C,-3.0,3.0,False,non-anchor,unaligned
11.033,67e47d34f5a37200bfd58c77,10,89.0,32,2025-04-22 18:33:19.546,954.0,39,near-aligned,far-anchor,11,2,1,25,23,line,10,A,-7.0,7.0,False,non-anchor,unaligned
8.563,67a72a2a346c08cd36e7860a,16,51.0,18,2025-04-22 18:33:22.851,1492.0,18,aligned,far-anchor,7,0,2,100,82,line,16,E,0.0,0.0,True,non-anchor,aligned
25.018,67d4980ba4b5003b2e2797d6,23,18.0,44,2025-04-22 18:33:07.579,2131.0,20,aligned,far-anchor,5,0,0,50,30,pie,23,D,24.0,24.0,False,non-anchor,aligned
9.316,67a72a2a346c08cd36e7860a,16,52.0,44,2025-04-22 18:33:31.681,1493.0,42,aligned,far-anchor,8,0,2,25,25,line,16,G,2.0,2.0,False,non-anchor,aligned
8.429,67d4980ba4b5003b2e2797d6,23,19.0,40,2025-04-22 18:33:32.985,2132.0,21,near-aligned,near-anchor,4,2,1,25,6,pie,23,G,19.0,19.0,False,non-anchor,unaligned
15.304,67f000f4c3fca3956857de3c,22,58.0,22,2025-04-22 18:33:28.285,2075.0,25,aligned,anchor,0,0,0,25 and 50,25,pie,22,B,-3.0,3.0,False,anchor,aligned
13.987,67e47d34f5a37200bfd58c77,10,90.0,35,2025-04-22 18:33:30.893,955.0,37,far-from-aligned,far-anchor,12,6,2,25 and 50,19,pie,10,B,-2.0,2.0,False,non-anchor,unaligned
4.474,67d4980ba4b5003b2e2797d6,23,20.0,45,2025-04-22 18:33:41.867,2133.0,24,far-from-aligned,near-anchor,1,5,1,75,70,pie,23,E,21.0,21.0,False,non-anchor,unaligned
6.008,67a72a2a346c08cd36e7860a,16,53.0,33,2025-04-22 18:33:41.256,1494.0,33,near-aligned,far-anchor,8,4,2,50,54,line,16,E,0.0,0.0,True,non-anchor,unaligned
14.663,67d5b16b8a04206523e7deef,21,55.0,19,2025-04-22 18:33:32.675,1976.0,18,near-aligned,far-anchor,7,2,2,100,80,line,21,C,1.0,1.0,False,non-anchor,unaligned
5.57,67e47d34f5a37200bfd58c77,10,91.0,25,2025-04-22 18:33:45.197,956.0,25,aligned,anchor,0,0,0,75 and 100,75,line,10,E,0.0,0.0,True,anchor,aligned
5.987,67a72a2a346c08cd36e7860a,16,54.0,18,2025-04-22 18:33:47.525,1495.0,15,far-from-aligned,far-anchor,10,5,0,75,65,pie,16,E,3.0,3.0,False,non-anchor,unaligned
8.686,67d4980ba4b5003b2e2797d6,23,21.0,50,2025-04-22 18:33:46.792,2134.0,20,near-aligned,far-anchor,5,1,0,50,29,pie,23,C,30.0,30.0,False,non-anchor,unaligned
9.685,67e47d34f5a37200bfd58c77,10,92.0,52,2025-04-22 18:33:51.080,957.0,53,far-from-aligned,far-anchor,3,10,2,0,10,pie,10,B,-1.0,1.0,False,non-anchor,unaligned
7.171,67a72a2a346c08cd36e7860a,16,55.0,27,2025-04-22 18:33:53.778,1496.0,28,near-aligned,near-anchor,3,2,2,50,20,line,16,C,-1.0,1.0,False,non-anchor,unaligned
13.603,67d5b16b8a04206523e7deef,21,56.0,42,2025-04-22 18:33:48.374,1977.0,42,near-aligned,far-anchor,8,4,2,50,12,pie,21,F,0.0,0.0,True,non-anchor,unaligned
20.04,67f000f4c3fca3956857de3c,22,59.0,36,2025-04-22 18:33:43.992,2076.0,27,near-aligned,near-anchor,2,1,2,50 and 75,49,pie,22,E,9.0,9.0,False,non-anchor,unaligned
6.248,67e47d34f5a37200bfd58c77,10,93.0,25,2025-04-22 18:34:01.077,958.0,24,far-from-aligned,near-anchor,1,5,1,50,31,line,10,E,1.0,1.0,False,non-anchor,unaligned
11.89,67d4980ba4b5003b2e2797d6,23,22.0,50,2025-04-22 18:33:55.898,2135.0,15,near-aligned,far-anchor,10,4,0,50,46,pie,23,C,35.0,35.0,False,non-anchor,unaligned
8.047,67d5b16b8a04206523e7deef,21,57.0,20,2025-04-22 18:34:02.633,1978.0,18,far-from-aligned,far-anchor,7,5,2,25,12,pie,21,E,2.0,2.0,False,non-anchor,unaligned
4.663,67f000f4c3fca3956857de3c,22,60.0,44,2025-04-22 18:34:07.109,2077.0,32,far-from-aligned,far-anchor,7,9,2,0 and 50,9,pie,22,F,12.0,12.0,False,non-anchor,unaligned
11.923,67a72a2a346c08cd36e7860a,16,56.0,21,2025-04-22 18:34:01.217,1497.0,21,near-aligned,near-anchor,4,1,1,25,24,pie,16,F,0.0,0.0,True,non-anchor,unaligned
7.801,67e47d34f5a37200bfd58c77,10,94.0,50,2025-04-22 18:34:07.631,959.0,50,near-aligned,anchor,0,2,0,25 and 75,23,pie,10,A,0.0,0.0,True,anchor,unaligned
8.523,67d4980ba4b5003b2e2797d6,23,23.0,25,2025-04-22 18:34:08.194,2136.0,26,aligned,near-anchor,1,0,1,50,50,pie,23,E,-1.0,1.0,False,non-anchor,aligned
5.09,67f000f4c3fca3956857de3c,22,61.0,45,2025-04-22 18:34:12.236,2078.0,44,aligned,far-anchor,6,0,1,75,31,pie,22,E,1.0,1.0,False,non-anchor,aligned
11.003,67d5b16b8a04206523e7deef,21,58.0,27,2025-04-22 18:34:11.175,1979.0,27,aligned,near-anchor,2,0,2,25,25,line,21,C,0.0,0.0,True,non-anchor,aligned
6.0,67f000f4c3fca3956857de3c,22,62.0,36,2025-04-22 18:34:17.680,2079.0,39,aligned,far-anchor,11,0,1,0,0,line,22,D,-3.0,3.0,False,non-anchor,aligned
8.137,67e47d34f5a37200bfd58c77,10,95.0,20,2025-04-22 18:34:15.733,960.0,15,near-aligned,far-anchor,10,3,0,75,72,pie,10,G,5.0,5.0,False,non-anchor,unaligned
9.917,67f000f4c3fca3956857de3c,22,63.0,32,2025-04-22 18:34:24.106,2080.0,24,near-aligned,near-anchor,1,4,1,50,30,line,22,B,8.0,8.0,False,non-anchor,unaligned
11.852,67d5b16b8a04206523e7deef,21,59.0,32,2025-04-22 18:34:23.187,1980.0,33,far-from-aligned,far-anchor,8,5,2,50,55,pie,21,C,-1.0,1.0,False,non-anchor,unaligned
8.01,67f000f4c3fca3956857de3c,22,64.0,37,2025-04-22 18:34:34.381,2081.0,43,near-aligned,far-anchor,7,3,2,75,29,pie,22,A,-6.0,6.0,False,non-anchor,unaligned
10.924,67d4980ba4b5003b2e2797d6,23,24.0,41,2025-04-22 18:34:32.147,2137.0,33,aligned,far-anchor,8,0,2,100,67,line,23,E,8.0,8.0,False,non-anchor,aligned
30.301,67a72a2a346c08cd36e7860a,16,57.0,24,2025-04-22 18:34:13.397,1498.0,23,far-from-aligned,near-anchor,2,6,2,50,44,line,16,A,1.0,1.0,False,non-anchor,unaligned
6.537,67d4980ba4b5003b2e2797d6,23,25.0,25,2025-04-22 18:34:43.418,2138.0,23,near-aligned,near-anchor,2,1,2,75 and 100,76,pie,23,F,2.0,2.0,False,non-anchor,unaligned
7.353,67a72a2a346c08cd36e7860a,16,58.0,27,2025-04-22 18:34:43.963,1499.0,27,aligned,near-anchor,2,0,2,100,73,line,16,E,0.0,0.0,True,non-anchor,aligned
10.771,67f000f4c3fca3956857de3c,22,65.0,30,2025-04-22 18:34:42.789,2082.0,53,far-from-aligned,far-anchor,3,6,2,0,6,line,22,C,-23.0,23.0,False,non-anchor,unaligned
7.685,67f000f4c3fca3956857de3c,22,66.0,25,2025-04-22 18:34:53.977,2083.0,50,near-aligned,anchor,0,4,0,25 and 75,21,line,22,G,-25.0,25.0,False,anchor,unaligned
21.889,67d5b16b8a04206523e7deef,21,60.0,19,2025-04-22 18:34:40.215,1981.0,19,near-aligned,far-anchor,6,3,1,50,47,pie,21,D,0.0,0.0,True,non-anchor,unaligned
12.688,67d4980ba4b5003b2e2797d6,23,26.0,25,2025-04-22 18:34:50.294,2139.0,44,far-from-aligned,far-anchor,6,8,1,25,17,line,23,B,-19.0,19.0,False,non-anchor,unaligned
5.664,67f000f4c3fca3956857de3c,22,67.0,44,2025-04-22 18:35:02.381,2084.0,45,far-from-aligned,far-anchor,5,7,0,25,18,pie,22,G,-1.0,1.0,False,non-anchor,unaligned
8.11,67d4980ba4b5003b2e2797d6,23,27.0,42,2025-04-22 18:35:03.392,2140.0,47,near-aligned,near-anchor,3,3,2,50,47,pie,23,D,-5.0,5.0,False,non-anchor,unaligned
10.257,67d5b16b8a04206523e7deef,21,61.0,18,2025-04-22 18:35:03.027,1982.0,17,near-aligned,far-anchor,8,3,2,100,80,line,21,F,1.0,1.0,False,non-anchor,unaligned
9.411,67f000f4c3fca3956857de3c,22,68.0,44,2025-04-22 18:35:08.499,2085.0,24,near-aligned,near-anchor,1,4,1,75,71,pie,22,G,20.0,20.0,False,non-anchor,unaligned
5.759,67d5b16b8a04206523e7deef,21,62.0,27,2025-04-22 18:35:14.145,1983.0,28,aligned,near-anchor,3,0,2,25,25,line,21,C,-1.0,1.0,False,non-anchor,aligned
4.137,67f000f4c3fca3956857de3c,22,69.0,56,2025-04-22 18:35:18.361,2086.0,30,far-from-aligned,far-anchor,5,8,0,100,62,pie,22,D,26.0,26.0,False,non-anchor,unaligned
11.244,67d4980ba4b5003b2e2797d6,23,28.0,50,2025-04-22 18:35:11.894,2141.0,21,aligned,near-anchor,4,0,1,75,54,pie,23,G,29.0,29.0,False,non-anchor,aligned
6.91,67d5b16b8a04206523e7deef,21,63.0,25,2025-04-22 18:35:20.276,1984.0,25,aligned,anchor,0,0,0,0 and 25,0,pie,21,D,0.0,0.0,True,anchor,aligned
6.64,67f000f4c3fca3956857de3c,22,70.0,55,2025-04-22 18:35:23.303,2087.0,48,aligned,near-anchor,2,0,2,100,52,line,22,B,7.0,7.0,False,non-anchor,aligned
6.477,67d5b16b8a04206523e7deef,21,64.0,50,2025-04-22 18:35:29.232,1985.0,50,near-aligned,anchor,0,1,0,50 and 100,49,pie,21,B,0.0,0.0,True,anchor,unaligned
6.071,67f000f4c3fca3956857de3c,22,71.0,54,2025-04-22 18:35:30.347,2088.0,32,aligned,far-anchor,7,0,2,0,0,pie,22,A,22.0,22.0,False,non-anchor,aligned
16.822,67d4980ba4b5003b2e2797d6,23,29.0,21,2025-04-22 18:35:23.477,2142.0,41,near-aligned,far-anchor,9,2,1,100,57,line,23,F,-20.0,20.0,False,non-anchor,unaligned
49.519,67a72a2a346c08cd36e7860a,16,59.0,48,2025-04-22 18:34:51.576,1500.0,50,far-from-aligned,anchor,0,7,0,25 and 75,18,line,16,C,-2.0,2.0,False,anchor,unaligned
5.527,67d5b16b8a04206523e7deef,21,65.0,29,2025-04-22 18:35:36.115,1986.0,31,far-from-aligned,far-anchor,6,8,1,0,8,line,21,C,-2.0,2.0,False,non-anchor,unaligned
5.88,67d4980ba4b5003b2e2797d6,23,30.0,30,2025-04-22 18:35:40.783,2143.0,49,aligned,near-anchor,1,0,1,100,51,line,23,D,-19.0,19.0,False,non-anchor,aligned
6.687,67f000f4c3fca3956857de3c,22,72.0,54,2025-04-22 18:35:43.605,2089.0,44,aligned,far-anchor,6,0,1,50,50,line,22,D,10.0,10.0,False,non-anchor,aligned
12.02,67d5b16b8a04206523e7deef,21,66.0,23,2025-04-22 18:35:41.980,1987.0,20,near-aligned,far-anchor,5,2,0,25,3,pie,21,G,3.0,3.0,False,non-anchor,unaligned
10.103,67a72a2a346c08cd36e7860a,16,60.0,50,2025-04-22 18:35:43.966,1501.0,50,near-aligned,anchor,0,4,0,25 and 75,21,pie,16,F,0.0,0.0,True,anchor,unaligned
6.96,67d5b16b8a04206523e7deef,21,67.0,52,2025-04-22 18:35:54.369,1988.0,55,near-aligned,far-anchor,5,2,0,100,43,line,21,C,-3.0,3.0,False,non-anchor,unaligned
12.021,67f000f4c3fca3956857de3c,22,73.0,43,2025-04-22 18:35:51.254,2090.0,34,aligned,far-anchor,9,0,1,25,25,line,22,G,9.0,9.0,False,non-anchor,aligned
9.839,67a72a2a346c08cd36e7860a,16,61.0,50,2025-04-22 18:35:54.338,1502.0,50,near-aligned,anchor,0,2,0,25 and 75,23,pie,16,B,0.0,0.0,True,anchor,unaligned
21.658,67d4980ba4b5003b2e2797d6,23,31.0,50,2025-04-22 18:35:47.094,2144.0,49,near-aligned,near-anchor,1,2,1,75,28,line,23,B,1.0,1.0,False,non-anchor,unaligned
5.016,67f000f4c3fca3956857de3c,22,74.0,54,2025-04-22 18:36:04.209,2091.0,18,near-aligned,far-anchor,7,2,2,75,73,line,22,C,36.0,36.0,False,non-anchor,unaligned
7.983,67d5b16b8a04206523e7deef,21,68.0,28,2025-04-22 18:36:01.779,1989.0,30,near-aligned,far-anchor,5,1,0,75,44,line,21,C,-2.0,2.0,False,non-anchor,unaligned
6.149,67f000f4c3fca3956857de3c,22,75.0,54,2025-04-22 18:36:09.644,2092.0,21,near-aligned,near-anchor,4,3,1,75,57,pie,22,E,33.0,33.0,False,non-anchor,unaligned
7.287,67d4980ba4b5003b2e2797d6,23,32.0,35,2025-04-22 18:36:09.219,2145.0,41,far-from-aligned,far-anchor,9,5,1,50,14,pie,23,F,-6.0,6.0,False,non-anchor,unaligned
14.235,67a72a2a346c08cd36e7860a,16,62.0,36,2025-04-22 18:36:04.433,1503.0,41,far-from-aligned,far-anchor,9,5,1,50,45,line,16,D,-5.0,5.0,False,non-anchor,unaligned
4.479,67d4980ba4b5003b2e2797d6,23,33.0,4,2025-04-22 18:36:16.910,2146.0,30,far-from-aligned,far-anchor,5,9,0,50,11,pie,23,E,-26.0,26.0,False,non-anchor,unaligned
8.785,67f000f4c3fca3956857de3c,22,76.0,32,2025-04-22 18:36:16.219,2093.0,20,far-from-aligned,far-anchor,5,9,0,50,39,line,22,E,12.0,12.0,False,non-anchor,unaligned
3.314,67d4980ba4b5003b2e2797d6,23,34.0,43,2025-04-22 18:36:21.836,2147.0,18,aligned,far-anchor,7,0,2,75,57,line,23,F,25.0,25.0,False,non-anchor,aligned
18.216,67d5b16b8a04206523e7deef,21,69.0,24,2025-04-22 18:36:10.366,1990.0,23,far-from-aligned,near-anchor,2,5,2,75,57,pie,21,D,1.0,1.0,False,non-anchor,unaligned
3.798,67d4980ba4b5003b2e2797d6,23,35.0,44,2025-04-22 18:36:25.627,2148.0,47,aligned,near-anchor,3,0,2,0,0,pie,23,G,-3.0,3.0,False,non-anchor,aligned
12.5,67a72a2a346c08cd36e7860a,16,63.0,22,2025-04-22 18:36:18.932,1504.0,22,aligned,near-anchor,3,0,2,25,3,pie,16,A,0.0,0.0,True,non-anchor,aligned
5.008,67d4980ba4b5003b2e2797d6,23,36.0,45,2025-04-22 18:36:33.617,2149.0,21,near-aligned,near-anchor,4,2,1,75,73,pie,23,C,24.0,24.0,False,non-anchor,unaligned
3.126,67d4980ba4b5003b2e2797d6,23,37.0,43,2025-04-22 18:36:39.013,2150.0,47,aligned,near-anchor,3,0,2,100,53,line,23,G,-4.0,4.0,False,non-anchor,aligned
16.82,67f000f4c3fca3956857de3c,22,77.0,43,2025-04-22 18:36:25.703,2094.0,15,near-aligned,far-anchor,10,2,0,100,83,pie,22,A,28.0,28.0,False,non-anchor,unaligned
10.936,67d5b16b8a04206523e7deef,21,70.0,51,2025-04-22 18:36:33.046,1991.0,51,aligned,far-anchor,1,0,1,25,25,line,21,D,0.0,0.0,True,non-anchor,aligned
5.268,67d4980ba4b5003b2e2797d6,23,38.0,24,2025-04-22 18:36:42.517,2151.0,17,far-from-aligned,far-anchor,8,8,2,25,16,line,23,B,7.0,7.0,False,non-anchor,unaligned
17.747,67a72a2a346c08cd36e7860a,16,64.0,34,2025-04-22 18:36:31.697,1505.0,31,far-from-aligned,far-anchor,6,9,1,100,60,line,16,E,3.0,3.0,False,non-anchor,unaligned
5.652,67d4980ba4b5003b2e2797d6,23,39.0,25,2025-04-22 18:36:48.253,2152.0,46,near-aligned,near-anchor,4,2,1,50,6,line,23,E,-21.0,21.0,False,non-anchor,unaligned
11.755,67d5b16b8a04206523e7deef,21,71.0,18,2025-04-22 18:36:44.990,1992.0,17,near-aligned,far-anchor,8,1,2,0,1,pie,21,D,1.0,1.0,False,non-anchor,unaligned
15.107,67f000f4c3fca3956857de3c,22,78.0,44,2025-04-22 18:36:42.896,2095.0,50,far-from-aligned,anchor,0,8,0,50 and 100,42,line,22,A,-6.0,6.0,False,anchor,unaligned
4.599,67d4980ba4b5003b2e2797d6,23,40.0,25,2025-04-22 18:36:54.355,2153.0,33,near-aligned,far-anchor,8,4,2,25,29,line,23,F,-8.0,8.0,False,non-anchor,unaligned
4.664,67f000f4c3fca3956857de3c,22,79.0,43,2025-04-22 18:36:58.401,2096.0,47,aligned,near-anchor,3,0,2,100,53,line,22,C,-4.0,4.0,False,non-anchor,aligned
4.51,67d4980ba4b5003b2e2797d6,23,41.0,25,2025-04-22 18:36:59.385,2154.0,35,far-from-aligned,far-anchor,10,5,0,50,55,line,23,G,-10.0,10.0,False,non-anchor,unaligned
6.545,67d5b16b8a04206523e7deef,21,72.0,27,2025-04-22 18:36:59.750,1993.0,29,near-aligned,near-anchor,4,1,1,75,45,line,21,E,-2.0,2.0,False,non-anchor,unaligned
4.12,67f000f4c3fca3956857de3c,22,80.0,32,2025-04-22 18:37:03.504,2097.0,45,near-aligned,far-anchor,5,3,0,50,8,line,22,B,-13.0,13.0,False,non-anchor,unaligned
7.888,67d4980ba4b5003b2e2797d6,23,42.0,50,2025-04-22 18:37:04.334,2155.0,50,near-aligned,anchor,0,2,0,50 and 100,48,pie,23,B,0.0,0.0,True,anchor,unaligned
