"selectedPart","alignmentCategory","anchorCategory","anchorDistance","alignmentDistance","round5Distance","alignmentType","alignmentPosition","chartType","UID","selectedLabel","A","B","C","D","E","F","G","A_ind","B_ind","C_ind","D_ind","E_ind","F_ind","G_ind"
17,"aligned","far-anchor",8,0,2,"0",0,"line",28,"A",17,12,6,12,11,27,15,0,5,3,2,6,4,1
18,"near-aligned","far-anchor",7,4,2,"50",46,"line",28,"E",23,14,13,17,18,10,5,2,5,1,4,3,0,6
16,"aligned","far-anchor",9,0,1,"25",25,"pie",28,"F",14,20,11,7,18,16,14,5,6,3,0,1,2,4
20,"far-from-aligned","far-anchor",5,9,0,"25",16,"pie",28,"C",13,20,20,7,20,4,16,4,2,1,3,6,5,0
22,"near-aligned","near-anchor",3,2,2,"75",73,"pie",28,"D",10,17,15,22,5,23,8,0,3,4,5,6,2,1
20,"near-aligned","far-anchor",5,1,0,"50",49,"pie",28,"A",20,6,18,19,17,8,12,4,0,3,6,1,2,5
18,"near-aligned","far-anchor",7,3,2,"25",22,"line",28,"B",19,18,24,3,6,16,14,1,2,4,0,3,5,6
54,"near-aligned","far-anchor",4,2,1,"25 and 75",23,"pie",28,"A",54,3,7,10,10,7,9,3,1,6,0,2,4,5
45,"far-from-aligned","far-anchor",5,6,0,"50",11,"pie",28,"F",12,11,4,15,9,45,4,6,0,5,2,4,1,3
51,"aligned","far-anchor",1,0,1,"0",0,"pie",29,"D",16,10,9,51,2,8,4,5,1,4,0,2,6,3
44,"far-from-aligned","far-anchor",6,8,1,"75",39,"line",29,"A",44,9,13,4,16,11,3,4,1,5,6,0,3,2
55,"aligned","far-anchor",5,0,0,"100",45,"line",29,"G",7,7,7,7,10,7,55,3,0,4,5,2,1,6
26,"far-from-aligned","near-anchor",1,11,1,"75",38,"line",29,"F",17,7,13,21,4,26,12,6,5,1,0,2,3,4
28,"near-aligned","near-anchor",3,4,2,"100",68,"line",29,"E",4,22,3,23,28,6,14,6,4,0,1,5,3,2
46,"near-aligned","near-anchor",4,1,1,"0",1,"pie",29,"G",8,1,10,3,9,23,46,4,0,2,5,6,3,1
27,"far-from-aligned","near-anchor",2,6,2,"0",6,"line",29,"B",13,27,6,17,3,17,17,3,1,0,4,6,5,2
47,"far-from-aligned","near-anchor",3,7,2,"25",18,"pie",29,"F",4,2,10,8,14,47,15,0,3,6,4,1,2,5
15,"far-from-aligned","far-anchor",10,6,0,"50",41,"pie",29,"F",16,13,16,15,6,15,19,1,5,4,6,0,3,2
47,"far-from-aligned","near-anchor",3,8,2,"25",17,"pie",29,"B",17,47,1,6,2,15,12,5,2,6,3,0,1,4
39,"near-aligned","far-anchor",11,3,1,"50",8,"pie",29,"B",8,39,2,16,8,9,18,6,1,5,4,0,2,3
46,"aligned","near-anchor",4,0,1,"50",4,"pie",29,"C",3,11,46,2,4,22,12,3,6,1,4,0,2,5
37,"far-from-aligned","far-anchor",12,6,2,"50 and 75",44,"pie",29,"D",6,13,17,37,6,7,14,2,6,1,4,5,3,0
19,"far-from-aligned","far-anchor",6,8,1,"50",39,"pie",29,"F",25,14,3,18,8,19,13,6,5,4,2,0,3,1
17,"aligned","far-anchor",8,0,2,"50",50,"line",29,"C",14,2,17,19,26,7,15,2,3,4,0,6,5,1
47,"aligned","near-anchor",3,0,2,"100",53,"line",29,"E",14,3,2,8,47,17,9,4,2,1,3,6,5,0
32,"near-aligned","far-anchor",7,2,2,"50",48,"line",29,"A",32,9,12,7,27,5,8,4,0,5,2,1,3,6
20,"far-from-aligned","far-anchor",5,8,0,"25",17,"pie",29,"A",20,10,11,17,17,16,9,1,6,3,4,0,5,2
50,"far-from-aligned","anchor",0,11,0,"50 and 100",39,"line",29,"F",4,8,11,14,10,50,3,4,3,6,1,0,5,2
50,"aligned","anchor",0,0,0,"0 and 50",0,"line",29,"C",7,17,50,3,11,5,7,4,6,0,1,5,3,2
41,"far-from-aligned","far-anchor",9,5,1,"25",20,"line",29,"F",11,11,8,10,7,41,12,4,3,1,6,5,2,0
41,"near-aligned","far-anchor",9,1,1,"75",33,"pie",29,"C",9,5,41,12,2,10,21,4,5,3,6,2,1,0
19,"near-aligned","far-anchor",6,3,1,"75",59,"line",29,"B",5,19,7,25,17,10,17,5,4,1,2,6,0,3
42,"near-aligned","far-anchor",8,4,2,"50 and 100",54,"pie",29,"B",21,42,7,9,3,4,14,4,5,1,2,3,6,0
33,"far-from-aligned","far-anchor",8,7,2,"50",10,"pie",29,"G",10,11,6,18,16,6,33,0,5,2,4,6,3,1
50,"near-aligned","anchor",0,2,0,"25 and 75",23,"pie",29,"A",50,9,14,6,6,8,7,3,1,4,5,0,2,6
54,"aligned","far-anchor",4,0,1,"75",21,"pie",29,"D",13,9,3,54,12,4,5,4,5,6,3,0,2,1
41,"near-aligned","far-anchor",9,4,1,"75",30,"pie",29,"D",3,17,25,41,2,7,5,2,6,0,3,1,5,4
28,"aligned","near-anchor",3,0,2,"50",50,"pie",29,"A",28,6,16,16,20,12,2,4,1,2,0,5,3,6
20,"near-aligned","far-anchor",5,2,0,"0",2,"pie",29,"B",5,20,2,18,2,45,8,4,1,0,3,5,2,6
44,"near-aligned","far-anchor",6,3,1,"50",9,"line",29,"G",6,5,14,8,9,14,44,6,5,2,3,0,4,1
37,"near-aligned","far-anchor",12,3,2,"25",22,"pie",29,"C",11,10,37,4,12,10,16,3,0,2,6,1,5,4
23,"aligned","near-anchor",2,0,2,"25",2,"pie",29,"F",1,15,32,7,20,23,2,3,4,2,6,5,1,0
28,"far-from-aligned","near-anchor",3,11,2,"50 and 100",61,"pie",29,"C",14,9,28,11,19,7,12,4,1,5,6,2,0,3
17,"near-aligned","far-anchor",8,1,2,"75",57,"line",29,"D",4,25,10,17,19,18,7,3,1,0,4,6,2,5
19,"far-from-aligned","far-anchor",6,7,1,"25",18,"line",29,"B",18,19,15,8,5,2,33,0,1,4,2,3,6,5
37,"aligned","far-anchor",12,0,2,"75",38,"line",29,"C",11,14,37,9,10,10,9,6,5,4,3,2,1,0
53,"aligned","far-anchor",3,0,2,"75",22,"pie",29,"D",5,8,9,53,9,8,8,1,4,0,3,6,2,5
16,"far-from-aligned","far-anchor",9,6,1,"75",65,"line",29,"G",19,6,24,15,16,4,16,6,0,1,4,2,3,5
25,"near-aligned","anchor",0,2,0,"0 and 25",2,"line",29,"B",19,25,3,28,15,2,8,2,1,6,3,5,0,4
50,"far-from-aligned","anchor",0,6,0,"50 and 100",44,"pie",29,"C",16,5,50,5,6,6,12,2,0,5,1,6,3,4
29,"near-aligned","near-anchor",4,1,1,"50",49,"pie",29,"G",15,3,7,13,28,5,29,6,1,5,2,3,0,4
53,"near-aligned","far-anchor",3,3,2,"75",19,"pie",29,"F",7,2,7,8,11,53,12,0,6,3,4,5,2,1
28,"near-aligned","near-anchor",3,4,2,"25",29,"line",29,"D",7,16,19,28,22,7,1,5,3,4,2,0,1,6
26,"far-from-aligned","near-anchor",1,7,1,"50",17,"line",29,"E",14,23,4,17,26,10,6,6,2,5,0,1,4,3
24,"near-aligned","near-anchor",1,3,1,"25",22,"pie",29,"F",19,22,8,4,9,24,14,4,6,1,3,5,2,0
34,"far-from-aligned","far-anchor",9,7,1,"0",7,"line",29,"B",9,34,21,7,7,10,12,5,1,2,0,4,6,3
50,"aligned","anchor",0,0,0,"25 and 75",25,"pie",29,"D",3,10,7,50,7,8,15,2,4,0,3,5,6,1
27,"far-from-aligned","near-anchor",2,11,2,"50",12,"pie",29,"A",27,17,17,6,12,5,16,1,4,5,3,0,6,2
18,"aligned","far-anchor",7,0,2,"0",0,"line",29,"D",14,16,18,18,14,12,8,4,2,3,0,6,1,5
23,"near-aligned","near-anchor",2,1,2,"50",28,"pie",29,"A",23,14,15,6,10,10,22,2,4,3,1,5,6,0
50,"aligned","anchor",0,0,0,"0 and 50",0,"line",29,"B",16,50,13,8,2,3,8,1,0,5,6,4,3,2
22,"near-aligned","near-anchor",3,4,2,"25",21,"pie",29,"A",22,5,9,24,12,18,10,2,3,1,4,0,5,6
15,"near-aligned","far-anchor",10,2,0,"25",8,"line",29,"F",18,34,4,8,20,15,1,3,6,2,0,4,1,5
51,"far-from-aligned","far-anchor",1,8,1,"100",41,"line",29,"D",8,12,11,51,6,2,10,6,2,1,5,4,3,0
23,"near-aligned","near-anchor",2,3,2,"75",55,"line",29,"E",23,12,15,2,23,7,18,2,3,5,1,4,6,0
25,"aligned","anchor",0,0,0,"0 and 25",0,"pie",29,"E",18,17,20,7,25,5,8,6,2,5,1,0,4,3
22,"near-aligned","near-anchor",3,1,2,"100",77,"line",29,"B",21,22,9,19,1,23,5,2,5,1,4,6,0,3
44,"far-from-aligned","far-anchor",6,9,1,"75",40,"line",29,"A",44,5,13,5,17,12,4,4,3,2,1,0,5,6
41,"near-aligned","far-anchor",9,4,1,"100",55,"pie",29,"B",8,41,4,6,24,7,10,3,5,6,1,4,2,0
37,"far-from-aligned","far-anchor",12,6,2,"25",31,"pie",29,"F",8,18,5,6,5,37,21,2,0,1,4,6,3,5
22,"near-aligned","near-anchor",3,2,2,"50",48,"line",29,"F",9,2,7,28,21,22,11,1,5,2,6,0,4,3
44,"far-from-aligned","far-anchor",6,9,1,"25",16,"pie",29,"E",9,7,11,15,44,1,13,0,1,4,5,2,3,6
23,"aligned","near-anchor",2,0,2,"50",50,"line",29,"B",4,23,10,15,15,16,17,1,4,5,0,2,3,6
28,"near-aligned","near-anchor",3,1,2,"0",1,"line",29,"C",8,1,28,17,17,21,8,4,0,1,5,6,3,2
49,"far-from-aligned","near-anchor",1,11,1,"50",39,"line",29,"D",2,10,2,49,14,11,12,1,0,2,5,3,4,6
47,"aligned","near-anchor",3,0,2,"75",28,"pie",29,"F",14,10,7,8,7,47,7,2,6,4,5,0,3,1
40,"far-from-aligned","far-anchor",10,5,0,"25",20,"line",29,"F",8,18,7,11,12,40,4,1,6,3,4,0,2,5
21,"far-from-aligned","near-anchor",4,9,1,"50",38,"line",29,"F",22,6,13,17,9,21,12,6,4,5,0,2,3,1
24,"aligned","near-anchor",1,0,1,"75",75,"line",29,"G",40,1,12,3,11,9,24,3,6,1,4,2,0,5
40,"near-aligned","far-anchor",10,1,0,"25",24,"pie",29,"F",13,9,11,12,6,40,9,1,4,0,6,5,2,3
27,"near-aligned","near-anchor",2,1,2,"75",47,"pie",29,"F",7,12,22,14,15,27,3,1,5,3,6,2,4,0
46,"aligned","near-anchor",4,0,1,"50",4,"line",29,"C",4,10,46,7,17,12,4,0,4,1,2,6,5,3
45,"near-aligned","far-anchor",5,2,0,"100",53,"line",29,"D",9,15,17,45,2,7,5,3,2,1,5,6,0,4
16,"near-aligned","far-anchor",9,2,1,"75",57,"line",29,"C",17,25,16,12,10,6,14,5,3,4,1,6,2,0
50,"far-from-aligned","anchor",0,10,0,"0 and 50",10,"line",29,"D",15,10,7,50,9,6,3,2,0,4,1,3,5,6
20,"far-from-aligned","far-anchor",5,5,0,"25",10,"pie",29,"G",15,10,10,13,15,17,20,5,6,0,3,2,4,1
26,"far-from-aligned","near-anchor",1,10,1,"100",64,"pie",29,"E",10,2,10,8,26,30,14,6,0,2,1,5,3,4
49,"far-from-aligned","near-anchor",1,5,1,"75",31,"line",29,"A",49,5,3,19,4,10,10,4,0,3,2,1,5,6
25,"far-from-aligned","anchor",0,10,0,"50 and 75",40,"pie",29,"E",4,13,21,6,25,18,13,4,1,2,0,3,5,6
52,"near-aligned","far-anchor",2,1,2,"100",47,"line",29,"B",11,52,1,20,1,5,10,2,5,6,3,0,4,1
36,"aligned","far-anchor",11,0,1,"25",25,"line",29,"A",36,20,5,13,16,6,4,2,0,1,3,6,5,4
27,"far-from-aligned","near-anchor",2,5,2,"0",5,"pie",29,"D",1,17,5,27,15,10,25,5,3,0,1,4,6,2
55,"aligned","far-anchor",5,0,0,"75",20,"pie",29,"D",1,7,15,55,3,5,14,0,4,5,3,6,1,2
34,"aligned","far-anchor",9,0,1,"75",41,"line",29,"B",7,34,7,7,6,20,19,1,4,3,2,6,0,5
16,"far-from-aligned","far-anchor",9,8,1,"25 and 25",17,"pie",29,"C",14,7,16,14,9,23,17,6,4,1,2,5,3,0
22,"far-from-aligned","near-anchor",3,7,2,"75",60,"pie",29,"F",23,7,11,18,6,22,13,0,3,4,6,1,5,2
36,"far-from-aligned","far-anchor",11,5,1,"100",59,"line",29,"F",7,30,2,13,7,36,5,1,0,3,2,4,5,6
55,"aligned","far-anchor",5,0,0,"0",0,"pie",29,"G",6,10,9,7,10,3,55,1,4,6,3,2,5,0
47,"aligned","near-anchor",3,0,2,"50",50,"pie",29,"E",8,15,4,3,47,7,16,4,1,3,6,5,2,0
42,"aligned","far-anchor",8,0,2,"50",8,"pie",29,"G",21,1,10,8,7,11,42,3,4,6,0,5,2,1
45,"near-aligned","far-anchor",5,3,0,"75",33,"line",29,"C",4,2,45,6,10,15,18,5,1,4,0,2,3,6
25,"near-aligned","anchor",0,3,0,"75 and 100",72,"line",29,"D",17,12,17,25,9,17,3,2,3,1,5,4,0,6
25,"near-aligned","anchor",0,3,0,"0 and 25",3,"pie",29,"G",3,17,21,12,9,13,25,0,2,3,4,6,5,1
22,"aligned","near-anchor",3,0,2,"50",28,"line",29,"C",15,16,22,2,27,13,5,0,5,2,4,6,1,3
24,"far-from-aligned","near-anchor",1,5,1,"50",45,"line",29,"D",27,5,21,24,6,7,10,3,2,5,4,0,1,6
38,"near-aligned","far-anchor",12,3,2,"0",3,"pie",30,"G",8,7,10,5,3,29,38,6,3,4,2,0,5,1
25,"near-aligned","anchor",0,3,0,"75 and 100",72,"line",30,"C",22,7,25,3,26,11,6,3,0,5,6,1,4,2
23,"aligned","near-anchor",2,0,2,"50",50,"line",30,"C",10,5,23,22,5,15,20,3,5,4,6,2,1,0
48,"aligned","near-anchor",2,0,2,"25",25,"line",30,"F",5,9,11,3,14,48,10,2,1,0,4,5,3,6
29,"aligned","near-anchor",4,0,1,"50",50,"pie",30,"F",13,18,17,7,8,29,8,5,0,3,1,2,4,6
39,"far-from-aligned","far-anchor",11,5,1,"50",6,"line",30,"B",6,39,6,8,21,6,14,5,1,0,4,3,2,6
28,"near-aligned","near-anchor",3,3,2,"25",28,"pie",30,"B",18,28,5,12,16,9,12,6,2,4,1,0,5,3
28,"far-from-aligned","near-anchor",3,7,2,"25",32,"pie",30,"E",23,5,11,16,28,6,11,5,0,1,2,3,6,4
19,"far-from-aligned","far-anchor",6,7,1,"75",63,"line",30,"A",19,18,20,18,8,7,10,5,6,4,3,0,2,1
54,"aligned","far-anchor",4,0,1,"25",25,"line",30,"B",5,54,5,9,15,7,5,2,3,5,4,1,6,0
17,"near-aligned","far-anchor",8,4,2,"75",62,"pie",30,"G",15,25,6,11,20,6,17,5,0,2,3,1,6,4
27,"far-from-aligned","near-anchor",2,9,2,"25",34,"line",30,"A",27,3,12,22,6,24,6,3,4,6,2,0,5,1
24,"aligned","near-anchor",1,0,1,"100",76,"line",30,"C",3,14,24,15,17,14,13,2,3,6,0,4,1,5
34,"far-from-aligned","far-anchor",9,8,1,"0 and 50",8,"pie",30,"F",9,8,17,11,7,34,14,6,0,4,2,3,1,5
33,"far-from-aligned","far-anchor",8,7,2,"25",32,"line",30,"E",11,15,20,13,33,6,2,0,1,6,4,3,2,5
26,"far-from-aligned","near-anchor",1,8,1,"0",8,"line",30,"B",8,26,6,3,23,11,23,0,1,4,2,6,3,5
47,"near-aligned","near-anchor",3,1,2,"100",52,"pie",30,"F",1,10,16,9,8,47,9,6,4,2,0,1,5,3
51,"aligned","far-anchor",1,0,1,"0",0,"pie",30,"D",12,13,9,51,6,3,6,5,6,4,0,1,2,3
37,"near-aligned","far-anchor",12,2,2,"0",2,"line",30,"C",14,2,37,10,5,12,20,5,0,1,6,4,2,3
46,"far-from-aligned","near-anchor",4,8,1,"25",17,"pie",30,"A",46,2,12,5,8,17,10,2,6,1,0,5,4,3
21,"aligned","near-anchor",4,0,1,"75",54,"pie",30,"A",21,10,24,7,15,10,13,4,0,3,1,6,5,2
23,"aligned","near-anchor",2,0,2,"50",27,"line",30,"C",6,8,23,19,20,18,6,3,0,2,1,6,4,5
40,"near-aligned","far-anchor",10,3,0,"25",22,"line",30,"F",5,8,14,7,19,40,7,4,1,0,6,3,2,5
52,"far-from-aligned","far-anchor",2,8,2,"75",15,"pie",30,"C",13,10,52,2,5,13,5,3,1,2,6,5,4,0
32,"near-aligned","far-anchor",7,4,2,"25",29,"line",30,"G",8,9,10,6,21,14,32,5,2,6,0,4,1,3
21,"near-aligned","near-anchor",4,3,1,"25",7,"line",30,"F",30,3,10,3,7,21,26,4,6,5,3,0,1,2
21,"far-from-aligned","near-anchor",4,10,1,"50",39,"line",30,"G",28,10,17,4,13,7,21,1,5,4,0,6,2,3
21,"near-aligned","near-anchor",4,2,1,"25",6,"line",30,"B",12,21,6,9,12,14,26,2,1,0,5,6,4,3
20,"near-aligned","far-anchor",5,3,0,"25",8,"line",30,"B",11,20,13,8,26,9,13,2,1,6,0,5,4,3
40,"aligned","far-anchor",10,0,0,"100",60,"pie",30,"C",7,4,40,12,10,11,16,4,0,6,1,3,2,5
34,"aligned","far-anchor",9,0,1,"75",41,"line",30,"E",3,22,21,9,34,4,7,6,5,1,0,4,3,2
25,"far-from-aligned","anchor",0,8,0,"25 and 50",17,"line",30,"A",25,3,17,12,19,8,16,1,3,0,6,2,4,5
46,"near-aligned","near-anchor",4,2,1,"25",23,"pie",30,"G",6,23,6,4,11,4,46,1,4,2,5,0,6,3
23,"far-from-aligned","near-anchor",2,7,2,"25",18,"line",30,"A",23,18,1,7,7,35,9,1,0,2,4,5,6,3
42,"near-aligned","far-anchor",8,4,2,"50",12,"pie",30,"D",8,14,2,42,11,11,12,2,4,3,1,6,5,0
27,"far-from-aligned","near-anchor",2,6,2,"100",67,"pie",30,"D",18,10,6,27,7,25,7,3,4,6,5,1,0,2
37,"far-from-aligned","far-anchor",12,5,2,"50",45,"pie",30,"C",12,10,37,5,6,13,17,2,3,4,6,1,5,0
25,"far-from-aligned","anchor",0,9,0,"50 and 75",41,"pie",30,"C",30,7,25,16,15,4,3,0,2,3,5,4,1,6
24,"near-aligned","near-anchor",1,2,1,"50",48,"line",30,"E",15,15,3,5,24,23,15,0,1,2,5,4,6,3
20,"aligned","far-anchor",5,0,0,"0",0,"line",30,"A",20,16,3,2,25,24,10,0,1,5,6,2,4,3
27,"aligned","near-anchor",2,0,2,"100",73,"line",30,"C",7,17,27,1,12,18,18,3,4,6,0,1,2,5
51,"far-from-aligned","far-anchor",1,11,1,"0",11,"pie",30,"A",51,11,6,7,10,3,12,1,0,5,4,2,6,3
48,"aligned","near-anchor",2,0,2,"100",52,"pie",30,"E",5,14,12,16,48,1,4,2,5,3,0,6,1,4
47,"aligned","near-anchor",3,0,2,"75",28,"pie",30,"G",13,7,6,8,16,3,47,1,0,5,2,6,4,3
27,"far-from-aligned","near-anchor",2,5,2,"50",18,"line",30,"C",14,11,27,17,12,1,18,2,3,1,5,6,4,0
50,"near-aligned","anchor",0,1,0,"50 and 100",49,"pie",30,"F",1,8,4,16,6,50,15,6,4,0,3,2,5,1
34,"far-from-aligned","far-anchor",9,5,1,"0",5,"line",30,"B",11,34,5,13,15,10,12,4,1,0,6,2,3,5
30,"far-from-aligned","far-anchor",5,9,0,"50",11,"pie",30,"E",17,15,5,11,30,18,4,5,2,3,0,1,4,6
52,"far-from-aligned","far-anchor",2,6,2,"100",42,"line",30,"D",12,6,3,52,8,10,9,1,6,2,5,4,0,3
49,"far-from-aligned","near-anchor",1,5,1,"75",31,"pie",30,"A",49,3,3,7,15,6,17,4,5,3,2,1,0,6
44,"aligned","far-anchor",6,0,1,"50",50,"line",30,"A",44,6,9,18,6,1,16,5,6,2,4,0,1,3
25,"aligned","anchor",0,0,0,"75 and 100",75,"pie",30,"C",3,25,25,7,4,11,25,3,2,6,4,1,5,0
25,"near-aligned","anchor",0,4,0,"25 and 50",21,"line",30,"D",16,20,6,25,23,5,5,0,4,5,2,6,3,1
50,"far-from-aligned","anchor",0,12,0,"25 and 75",13,"pie",30,"G",3,16,6,10,6,9,50,0,6,3,1,5,4,2
28,"near-aligned","near-anchor",3,1,2,"100",71,"pie",30,"A",28,1,23,12,2,12,22,5,6,2,3,1,4,0
29,"far-from-aligned","near-anchor",4,7,1,"0",7,"line",30,"B",10,29,9,14,9,7,22,2,1,6,5,4,0,3
26,"near-aligned","near-anchor",1,3,1,"50",53,"pie",30,"E",7,31,6,3,26,14,13,6,3,0,2,4,5,1
42,"near-aligned","far-anchor",8,2,2,"0",2,"line",30,"G",9,8,11,2,4,24,42,4,5,3,0,6,2,1
22,"near-aligned","near-anchor",3,3,2,"25",6,"line",30,"A",22,9,6,16,13,22,12,1,6,0,5,4,2,3
23,"far-from-aligned","near-anchor",2,6,2,"75",58,"pie",30,"E",10,14,8,19,23,14,12,3,4,2,6,5,1,0
25,"aligned","anchor",0,0,0,"75 and 100",75,"pie",30,"B",12,25,22,11,14,4,12,5,6,3,1,4,0,2
20,"far-from-aligned","far-anchor",5,7,0,"75",62,"pie",30,"E",18,3,13,11,20,7,28,6,2,4,1,5,3,0
32,"far-from-aligned","far-anchor",7,8,2,"50",58,"line",30,"C",7,10,32,12,12,12,15,4,6,5,0,3,2,1
27,"far-from-aligned","near-anchor",2,11,2,"0",11,"pie",30,"B",12,27,14,10,12,14,11,2,1,5,3,6,4,0
47,"far-from-aligned","near-anchor",3,5,2,"50",45,"line",30,"D",13,2,3,47,13,8,14,3,2,1,5,0,6,4
15,"near-aligned","far-anchor",10,2,0,"50",48,"pie",30,"A",15,8,20,9,23,14,11,3,4,6,5,2,1,0
32,"far-from-aligned","far-anchor",7,5,2,"75",38,"line",30,"G",9,20,11,4,6,18,32,2,6,1,4,5,0,3
30,"near-aligned","far-anchor",5,3,0,"75",42,"pie",30,"B",5,30,19,14,9,12,11,0,4,5,1,6,2,3
16,"aligned","far-anchor",9,0,1,"0",0,"pie",30,"A",16,18,10,9,9,22,16,0,6,1,4,5,2,3
39,"near-aligned","far-anchor",11,1,1,"100",60,"pie",30,"F",13,10,9,9,19,39,1,3,4,1,0,2,5,6
33,"near-aligned","far-anchor",8,4,2,"75",38,"line",30,"F",14,7,5,4,8,33,29,4,5,1,0,6,3,2
17,"near-aligned","far-anchor",8,2,2,"50",31,"pie",30,"A",17,13,16,13,13,10,18,2,0,4,3,5,6,1
32,"aligned","far-anchor",7,0,2,"50",50,"pie",30,"C",9,9,32,14,6,23,7,6,5,4,2,3,0,1
27,"far-from-aligned","near-anchor",2,11,2,"25",36,"pie",30,"E",3,4,11,22,27,24,9,0,5,2,1,3,4,6
53,"far-from-aligned","far-anchor",3,10,2,"75",12,"pie",30,"E",3,13,9,10,53,6,6,3,5,6,4,2,1,0
31,"far-from-aligned","far-anchor",6,5,1,"0",5,"line",30,"G",3,5,9,11,11,30,31,2,0,6,5,3,4,1
42,"near-aligned","far-anchor",8,3,2,"25",22,"line",30,"D",6,3,11,42,13,16,9,6,5,3,2,0,4,1
36,"near-aligned","far-anchor",11,1,1,"25",24,"pie",30,"E",12,10,12,6,36,12,12,0,5,1,6,2,3,4
29,"near-aligned","near-anchor",4,2,1,"0",2,"line",30,"F",8,8,2,11,30,29,12,4,5,0,2,6,1,3
18,"near-aligned","far-anchor",7,2,2,"75",73,"line",30,"G",20,22,20,9,2,9,18,4,3,1,6,2,0,5
25,"far-from-aligned","anchor",0,6,0,"25 and 50",19,"line",30,"D",12,7,8,25,15,17,16,1,0,6,2,4,5,3
31,"far-from-aligned","far-anchor",6,6,1,"50",56,"line",30,"C",10,13,31,13,6,13,14,2,4,5,0,3,6,1
35,"aligned","far-anchor",10,0,0,"75",40,"line",30,"G",8,7,6,19,20,5,35,3,0,5,6,2,1,4
25,"near-aligned","anchor",0,3,0,"25 and 50",22,"pie",30,"B",19,25,16,7,11,11,11,6,2,5,3,0,4,1
25,"aligned","anchor",0,0,0,"25 and 50",25,"line",30,"D",8,7,23,25,6,17,14,0,3,4,2,6,1,5
22,"near-aligned","near-anchor",3,4,2,"25",21,"line",30,"E",15,10,5,6,22,19,23,1,5,4,0,2,3,6
25,"aligned","anchor",0,0,0,"0 and 25",0,"line",30,"G",13,30,3,7,14,8,25,2,5,3,6,1,4,0
43,"near-aligned","far-anchor",7,2,2,"50",5,"pie",30,"C",14,12,43,12,10,5,4,5,4,1,2,6,0,3
15,"far-from-aligned","far-anchor",10,7,0,"75",67,"pie",30,"A",15,13,14,4,15,18,21,5,1,4,2,0,6,3
54,"aligned","far-anchor",4,0,1,"100",46,"pie",30,"G",4,13,1,7,12,9,54,1,3,5,0,4,2,6
36,"aligned","far-anchor",11,0,1,"50",50,"pie",30,"F",4,5,13,12,14,36,16,0,3,4,2,6,5,1
18,"near-aligned","far-anchor",7,1,2,"25",6,"line",30,"E",7,6,5,20,18,16,28,5,0,2,6,1,3,4
44,"aligned","far-anchor",6,0,1,"50",50,"line",30,"E",12,6,13,11,44,8,6,1,6,0,4,5,3,2
40,"far-from-aligned","far-anchor",10,7,0,"25",18,"pie",30,"D",4,7,8,40,23,4,14,0,5,3,2,4,6,1
48,"aligned","near-anchor",2,0,2,"75",27,"pie",30,"D",12,6,7,48,5,16,6,5,4,6,3,2,1,0
23,"near-aligned","near-anchor",2,2,2,"75",54,"pie",30,"C",14,19,23,18,4,13,9,3,6,4,1,5,0,2
28,"aligned","near-anchor",3,0,2,"50",22,"pie",31,"A",28,4,18,12,17,10,11,2,0,1,5,6,3,4
25,"aligned","anchor",0,0,0,"75 and 100",75,"line",31,"E",6,6,12,19,25,28,4,0,1,4,2,6,5,3
46,"near-aligned","near-anchor",4,2,1,"75",31,"pie",31,"G",17,11,2,12,6,6,46,0,5,1,2,4,6,3
17,"far-from-aligned","far-anchor",8,5,2,"50",45,"line",31,"G",9,4,2,40,3,25,17,6,4,2,0,1,5,3
22,"aligned","near-anchor",3,0,2,"25",3,"pie",31,"D",9,21,3,22,13,12,20,6,4,0,1,5,3,2
34,"aligned","far-anchor",9,0,1,"50",16,"pie",31,"E",9,6,16,15,34,8,12,6,4,0,2,1,5,3
33,"aligned","far-anchor",8,0,2,"50",50,"line",31,"B",4,33,13,26,7,7,10,1,4,2,0,5,3,6
30,"far-from-aligned","far-anchor",5,5,0,"50",15,"pie",31,"C",14,19,30,7,15,4,11,4,5,1,3,0,6,2
50,"aligned","anchor",0,0,0,"50 and 100",50,"line",31,"F",10,9,14,5,9,50,3,0,2,3,4,5,6,1
53,"far-from-aligned","far-anchor",3,5,2,"75",17,"line",31,"B",10,53,11,6,11,8,1,6,2,3,0,1,5,4
30,"near-aligned","far-anchor",5,1,0,"100",69,"line",31,"G",30,3,7,8,1,21,30,4,3,1,0,6,2,5
21,"near-aligned","near-anchor",4,2,1,"75 and 100",77,"pie",31,"C",12,2,21,27,7,7,24,2,6,5,1,3,0,4
15,"far-from-aligned","far-anchor",10,5,0,"0 and 25",5,"line",31,"E",6,5,27,4,15,23,20,2,0,6,5,1,3,4
25,"near-aligned","anchor",0,1,0,"0 and 25",1,"line",31,"A",25,1,7,23,17,17,10,1,0,4,5,6,2,3
45,"aligned","far-anchor",5,0,0,"0",0,"pie",31,"A",45,21,9,8,7,2,8,0,2,3,5,6,4,1
36,"far-from-aligned","far-anchor",11,7,1,"25 and 75",32,"line",31,"F",3,19,12,17,3,36,10,1,4,0,2,6,3,5
47,"near-aligned","near-anchor",3,1,2,"0",1,"line",31,"C",13,10,47,17,1,3,9,2,3,1,5,0,4,6
15,"far-from-aligned","far-anchor",10,6,0,"75",69,"line",31,"D",11,28,7,15,5,18,16,3,0,1,5,2,4,6
